Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Track_type
2021236N12296,2021,65,NA,NA,IDA,9/2/2021 0:00,ET,39.8,-75.6,35,998,PROVISIONAL
2021236N12296,2021,65,NA,NA,IDA,9/2/2021 3:00,ET,40.1619,-74.2293,35,998,PROVISIONAL
2021236N12296,2021,65,NA,NA,IDA,9/2/2021 6:00,ET,40.6,-72.8,35,998,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 0:00,NR,8.2,-11.5,15,1009,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 3:00,NR,8.20268,-12.1,17,1009,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 6:00,NR,8.2,-12.7,20,1009,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 9:00,NR,8.19241,-13.3,20,1009,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 12:00,DS,8.2,-13.9,20,1009,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 15:00,DS,8.22741,-14.5001,22,1008,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 18:00,DS,8.3,-15.1,25,1008,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 21:00,DS,8.38242,-15.7002,25,1007,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 0:00,DS,8.6,-16.3,25,1007,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 3:00,DS,9.05479,-16.8775,27,1006,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 6:00,DS,9.6,-17.5,30,1006,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 9:00,DS,10.0724,-18.2201,30,1006,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 12:00,DS,10.5,-19,30,1006,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 15:00,DS,10.8647,-19.7704,30,1006,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 18:00,TS,11.12,-20.52,30,1006,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 21:00,TS,11.5287,-21.4561,32,1005,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 0:00,TS,11.9,-22.4,35,1005,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 3:00,TS,12.0794,-23.2782,37,1004,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 6:00,TS,12.159,-24.2315,40,1003,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 9:00,TS,12.2351,-25.3724,42,1002,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 12:00,TS,12.3011,-26.5023,45,1001,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 15:00,TS,12.3592,-27.4661,50,997,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 18:00,TS,12.431,-28.3574,55,994,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 21:00,TS,12.5252,-29.2367,57,992,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 0:00,TS,12.6444,-30.0556,60,991,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 3:00,TS,12.7882,-30.7602,62,989,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 6:00,TS,12.95,-31.5,65,987,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 9:00,TS,13.1288,-32.4062,67,986,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 12:00,TS,13.3,-33.35,70,985,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 15:00,TS,13.4247,-34.219,70,985,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 18:00,TS,13.55,-35.05,70,985,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 21:00,TS,13.7171,-35.8538,72,985,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 0:00,TS,13.9,-36.65,75,985,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 3:00,TS,14.0822,-37.4676,77,983,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 6:00,TS,14.25,-38.3,80,982,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 9:00,TS,14.3824,-39.1651,80,981,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 12:00,TS,14.5,-40,80,981,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 15:00,TS,14.6097,-40.7589,82,979,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 18:00,TS,14.75,-41.45,85,978,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 21:00,TS,14.9409,-42.0865,92,971,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 0:00,TS,15.2,-42.7,100,965,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 3:00,TS,15.5424,-43.3499,102,963,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 6:00,TS,15.9,-44,105,962,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 9:00,TS,16.1823,-44.6291,107,960,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 12:00,TS,16.45,-45.25,110,958,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 15:00,TS,16.7425,-45.8938,110,958,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 18:00,TS,17.05,-46.5,110,958,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 21:00,TS,17.3714,-47.0247,107,958,PROVISIONAL
2021242N08349,2021,66,NA,NA,LARRY,9/5/2021 0:00,TS,17.7,-47.5,105,958,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 0:00,NR,26.9,159.7,29,1005,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 3:00,NR,27.1298,159.329, , ,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 6:00,NR,27.3513,159.055, , ,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 9:00,NR,27.4526,158.915, , ,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 12:00,NR,27.6607,158.863, , ,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 15:00,NR,28.2278,158.589, , ,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 18:00,NR,29,158.2,29,1002,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 21:00,NR,29.395,157.89,29,1002,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 0:00,NR,29.7,157.7,29,1003,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 3:00,NR,30.1348,157.675,29,1002,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 6:00,NR,30.6,157.8,29,1002,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 9:00,NR,31.012,157.961,29,1001,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 12:00,NR,31.5,158.3,29,1001,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 15:00,NR,32.1512,158.877,27,1002,PROVISIONAL
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 18:00,NR,32.9,159.6,25,1004,PROVISIONAL
